"","DJIA","MMM","AA","AXP","T","BAC","BA","CAT","CVX","CSCO","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","TRV","UTX","UNH","VZ","WMT","DIS"
"2011-11-18",11796.16,76.96,9.5,45.93,26.51,5.74,65.12,90.86,93.2,17.79,32.3,44.06,74.97,14.86,26.93,36.58,23.01,180.56,60.07,29.35,88.47,32.83,24.23,18.48,60.24,53.95,73.31,43.59,33.99,54.82,34.51
"2011-11-21",11547.31,74.91,9.28,45.12,26.25,5.45,63.28,88.14,91.09,17.39,31.61,43.18,74.02,14.47,25.84,35.79,22.33,176.9,59.21,28.67,88.03,32.07,23.94,17.94,58.74,52.54,71.35,43.48,33.62,54.28,33.25
"2011-11-22",11493.72,74.9,9.08,45.07,25.99,5.33,62.11,87.05,91.81,17.31,31.62,43.1,73.17,14.23,25.64,35.83,22.01,176.73,59.18,28.19,88.39,31.76,23.74,17.88,58.76,51.76,70.37,43.46,33.74,54.46,32.95
"2011-11-23",11257.55,72.69,8.7,44.18,25.5,5.1,60.19,84.89,89.27,16.82,31.1,41.85,71.78,13.99,24.8,35.27,21.5,173.46,58.32,27.2,87.64,31.18,23.44,17.46,58.16,50.63,68.36,42.62,32.95,54.26,32.35
"2011-11-25",11231.78,73.26,8.77,44.09,25.37,5.13,60.6,83.89,87.88,16.91,31.03,41.64,71.12,13.96,24.43,35.22,21.53,172.59,58.18,27.3,87.86,31.15,23.27,17.46,58.11,51.25,68.43,42.72,32.95,54.5,32.46
"2011-11-28",11523.01,74.79,9.27,45.08,25.87,5.21,62.73,88.49,91.2,17.4,31.24,42.73,72.99,14.05,25.52,36.02,22.22,177.61,59.22,27.95,89.45,32.18,23.82,18.06,59.29,52.03,70.45,44.05,33.79,54.84,33
"2011-11-29",11555.63,74.33,9.13,44.62,25.97,5.04,62.99,87.58,92.74,17.08,31.96,42.8,74.04,14.17,25.88,37.92,22.34,176.37,59.61,27.37,89.83,32.39,23.79,18.36,59.56,51.88,70.3,44.89,34.15,55.72,32.93
"2011-11-30",12045.68,77.98,9.82,47.06,26.83,5.41,66.3,94.68,97.91,18.01,32.46,45.3,77.42,15.11,26.89,38.17,23.6,183.25,61.45,29.68,91.81,33.58,24.5,18.99,61.51,53.97,73.79,47.71,35.17,56.42,34.72
"2011-12-01",12020.03,77.27,9.62,46.82,26.7,5.5,68.51,93.66,96.97,17.95,32.27,44.9,76.79,15.11,27.15,38.29,23.6,184.67,61.2,29.19,91.79,33.52,24.21,18.95,61.04,52.81,73.77,47.47,35.21,56.14,34.86
"2011-12-02",12019.42,76.75,9.71,47.25,26.81,5.61,68.82,93.14,96.83,17.92,32.05,44.64,76.79,15.28,26.63,38.87,23.34,184.87,60.27,30.99,91.98,33.33,24.16,18.82,61.59,52.05,73.73,47.19,35.28,55.65,35.46
"2011-12-05",12097.83,77.88,9.8,47.79,26.98,5.76,68.62,93.69,97.91,18.15,32.02,45.55,77.43,15.51,27.05,39.15,23.69,186.02,60.16,32.12,91.65,33.12,24.62,18.77,61.76,52.46,73.82,47.38,35.47,55.88,35.78
"2011-12-06",12150.13,79.03,9.72,47.57,27,5.75,68.41,92.82,99.38,18.09,32.2,45.51,77.78,15.88,27.11,39.24,24.01,188.07,60.29,31.85,92.28,33.26,24.58,19.14,61.76,53.11,73.51,47.4,35.72,56.31,35.67
"2011-12-07",12196.37,79.28,9.7,48.16,27.21,5.86,68.15,91.79,99.53,18.34,32.24,45.65,78.03,15.89,27.33,39.64,24.31,189.15,61.2,32.59,92.7,33.45,24.52,19.37,62.14,54.04,73.45,48.44,35.71,56.4,35.94
"2011-12-08",11997.7,77.43,9.28,46.84,26.71,5.56,67.73,89.88,97.37,17.94,32.22,44.16,76.87,15.49,26.61,38.84,23.41,186.74,60.56,30.88,93.16,33.06,24.33,19.1,61.41,53.68,71.64,47.28,35.25,55.89,34.79
"2011-12-09",12184.26,79.1,9.45,47.81,26.87,5.69,69.43,92.83,99.27,18.24,32.63,42.76,78.28,15.99,26.84,39.15,23.69,189.65,61.27,31.8,94.22,33.52,24.62,19.45,61.89,54.15,73.51,48.01,35.82,56.21,35.41
"2011-12-12",12021.39,77.55,9.16,46.92,26.85,5.42,68.44,90.19,98.15,17.9,32.3,41.69,77.04,15.63,26.42,38.98,22.73,187.33,60.3,30.71,94.66,33.26,24.43,19.29,61.26,53.97,71.74,47.32,35.75,55.99,35.5
"2011-12-13",11954.94,76.42,8.86,46.43,26.88,5.29,68.44,88.01,98.67,17.84,32.1,41.29,77.5,15.59,25.9,38.45,22.32,186.32,60.16,29.99,94.19,33.26,24.67,19.64,61.66,54.07,71.47,47.05,35.67,55.52,35.19
"2011-12-14",11823.48,75.55,8.76,46.12,26.67,5.2,67.51,84.16,95.73,17.37,31.99,41.03,76.45,15.77,25.49,38.09,22.08,183.96,59.99,30.2,93.82,33.81,24.51,19.74,61.39,54.11,70.48,46.88,35.67,55.57,34.63
"2011-12-15",11868.81,75.89,8.61,45.48,26.65,5.23,68.16,84.83,94.91,17.43,32.3,41.49,77.02,15.94,25.28,38.36,22.08,182.75,60.77,30.44,94.33,34.57,24.48,20,61.91,54.92,70.83,47.63,35.81,55.86,34.66
"2011-12-16",11866.39,75.9,8.64,45.93,26.71,5.17,68.54,84.35,96.04,17.33,32.56,41.75,77.15,16.15,24.97,39.34,22,178.94,61.05,30.56,93.7,34.46,24.9,19.9,62.05,55.37,69.73,48.1,36.15,56.17,34.79
"2011-12-19",11766.26,74.89,8.36,45.1,26.6,4.96,67.72,84.4,94.96,17.09,32.53,41.05,76.54,16.01,24.28,39.12,21.88,178.27,60.32,29.42,93.46,34.67,24.45,20,61.87,54.82,69.11,48.07,36.01,55.69,34.22
"2011-12-20",12103.58,77.28,8.7,46.95,26.96,5.14,69.92,88.73,98.72,17.78,33.03,42.73,78.92,16.41,25.04,40.83,22.58,182.51,61.26,30.87,94.98,35.24,24.93,20.3,62.67,56.21,71.67,48.91,36.55,57.05,35.62
"2011-12-21",12107.74,76.98,8.67,46.53,27.12,5.2,71.03,88.64,100.39,17.31,33.59,42.89,80,16.8,24.58,40.88,22.43,176.89,61.68,30.98,95.35,35.49,24.67,20.51,62.87,57.12,70.91,49.07,36.57,57.25,35.72
"2011-12-22",12169.65,77.92,8.73,46.66,27.46,5.44,71.71,88.81,101.23,17.51,33.41,43.26,81.12,17.31,24.99,40.8,22.75,177.44,61.89,32.06,94.77,35.71,24.72,20.47,63.05,57.22,70.81,49.8,36.63,57.05,36.39
"2011-12-23",12294,79.1,8.68,46.98,27.65,5.57,71.4,89.24,102.37,17.84,33.77,43.83,82.02,17.48,25.01,40.96,23.11,180.09,62.65,32.18,96.26,36.03,24.93,20.65,63.51,57.37,71.45,50.41,37.27,57.82,37.13
"2011-12-27",12291.35,79.18,8.62,46.69,27.81,5.45,71.69,88.56,102.82,17.95,33.74,43.89,82.08,17.27,24.78,41.09,23.26,180.28,62.69,31.66,96.64,35.89,24.94,20.6,63.62,57.55,71.31,50.41,37.28,57.67,37.04
"2011-12-28",12151.41,78.09,8.35,46.02,27.72,5.26,70.71,86.45,100.9,17.54,33.56,43.16,81.02,17.09,24.35,40.42,22.95,179.34,62.15,31.29,95.71,35.58,24.73,20.37,63.38,56.9,70.44,49.78,37.06,57.57,36.68
"2011-12-29",12287.04,79.01,8.46,46.55,27.93,5.43,71.54,87.62,102.34,17.63,33.88,43.53,82.07,17.32,24.76,40.89,23.25,181.48,62.56,32.03,96.89,35.87,24.92,20.54,63.79,57.69,71.11,50.24,37.33,57.82,37.14
"2011-12-30",12217.56,78.65,8.48,46.21,27.99,5.53,70.8,87.64,101.32,17.47,33.78,43.46,81.57,17.17,24.89,40.91,22.97,179.24,62.27,31.87,96.43,35.84,24.86,20.48,63.55,57.2,70.4,49.75,37.4,57.6,36.93
